1_7,-0.476933403
2_8,1.1461080609999998
3_12,1.583601325
4_13,0.479703269
5_15,0.805212375
6_17,1.049916589
7_19,1.0389188040000001
8_7,-1.2027268359999999
9_9,-1.124470812
10_11,-1.495280718
11_12,-1.0735378340000001
12_13,-1.302658262
13_19,-0.795181529
14_56,-1.3863946530000002
15_7,0.37216519200000003
16_8,0.592412346
17_56,-0.174926458
18_9,-0.903931583
19_12,1.347413583
20_13,-0.32933460800000003
21_17,0.5437375760000001
22_17,-0.7786561059999999
23_7,-0.963877023
24_8,-1.23047322
25_11,-1.159318921
26_12,-0.973781537
27_56,-1.217241665
28_4,-0.120589486
29_15,0.066327224
30_9,-1.3248144929999999
31_12,-0.91122602
32_13,-0.910029413
33_17,-0.977010753
34_19,-0.932202007
35_9,-0.631946755
36_56,0.43888399899999997
37_3,-0.491316486
38_4,-0.19701965899999999
39_8,0.747549125
40_11,-0.054244518
41_7,-0.178289449
42_15,0.19569328800000002
43_8,0.083000482
44_11,0.922023287
45_12,0.247620182
46_13,-0.7083796309999999
47_56,0.302742695
48_19,-0.07735287
49_9,0.430150635
50_4,0.7559052079999999
51_7,-0.929819335
52_11,-1.13410285
53_15,0.197405085
54_56,0.608236028
55_3,-1.134965946
56_9,-0.11079928900000001
57_11,-0.121494225
58_15,0.15795486
59_17,-0.428013995
60_56,-0.64291245
61_4,-0.461797561
62_7,0.655164173
63_9,-0.533045152
64_12,-0.134331068
65_19,-0.6389704039999999
66_7,0.327330578
67_13,-0.83191252
68_15,-0.256433509
69_19,-1.172857952
70_56,-0.637051986
71_7,-0.6872189540000001
72_11,-0.996674257
73_13,-0.853409043
74_56,-0.882131949
75_3,0.8894076
76_11,-0.184636844
77_56,-0.28939087
78_15,0.205123296
79_3,-0.8614505029999999
80_4,-0.001040262
81_9,-0.117207564
82_4,-0.980453847
83_8,-0.168599854
84_13,0.44158159
85_19,-0.41526898100000004
86_56,-0.410452655
87_3,-1.030202395
88_7,-0.916690507
89_8,-0.557696613
90_9,-0.211608737
91_11,0.232429807
92_12,-1.377607885
93_13,-1.302658262
94_17,-1.220847223
95_19,-0.42776162799999995
96_4,0.46001495299999995
97_9,-1.3248144929999999
98_4,-1.1999603970000001
99_7,-1.038742188
100_12,-1.064841274
101_13,-1.116595238
102_17,-0.43730890200000005
103_19,-0.348743709
104_4,-0.213494932
105_7,-0.6872189540000001
106_12,-0.35902221700000003
107_13,0.139636494
108_15,0.070009325
109_4,-0.356954541
110_8,1.142044252
111_9,0.7700080159999999
112_11,0.9149228770000001
113_13,-0.318850989
114_15,0.449297004
115_17,0.132207553
116_56,0.47189568299999995
117_12,1.356269661
118_3,0.855005227
119_11,0.20490896600000003
120_13,-1.150943284
121_19,0.615981332
122_13,-1.150943284
123_7,1.013918249
124_19,0.628939747
125_56,-0.8095060759999999
126_3,-0.05618454
127_4,0.800031803
128_7,1.047405596
129_8,0.223279129
130_9,1.129848142
131_17,1.5446726519999998
132_19,0.6954821520000001
133_56,0.391608946
134_3,-0.554969485
135_4,-0.12185887599999999
136_7,0.328638459
137_8,0.086821626
138_9,-0.624124287
139_11,-0.806649251
140_3,-0.9871658740000001
141_7,1.343738365
142_8,-0.6981718729999999
143_9,0.44845428
144_12,-0.879175851
145_15,-0.921035595
146_17,-0.651467451
147_56,-0.28895428
148_13,-0.715442191
149_56,-1.3863946530000002
150_7,0.683485765
151_9,0.18683624
152_3,-0.958535418
153_13,-0.745799984
154_19,-0.23933257300000002
155_3,0.749441595
156_7,0.074357828
157_56,-0.035369485
158_3,-0.24955646199999998
159_7,1.563384189
160_19,0.5819847370000001
161_4,-0.74076041
162_8,-0.434748526
163_13,0.258034441
164_17,-0.39116528700000003
165_4,-0.334787808
166_8,0.341820396
167_11,0.34891658
168_15,0.6134397629999999
169_56,-0.715674453
170_4,-1.2856931329999999
171_9,0.97164449
172_12,-0.275173968
173_12,0.511879391
174_19,0.329087062
175_8,0.364576125
176_9,0.868866302
177_15,0.060889684000000006
178_19,0.32417561
179_56,1.044545799
180_3,-0.39566026299999996
181_7,0.156531842
182_13,-0.28498882600000003
183_15,0.17854799699999999
184_9,-1.198354344
185_8,0.11655687199999999
186_3,-1.180819668
187_4,-1.167462066
188_11,-1.004649846
189_12,-0.664457023
190_17,-1.002137367
191_19,-1.4646911269999998
192_8,-0.956878874
193_4,-0.623255445
194_9,0.584090789
195_9,-0.379272469
196_12,0.005173646
197_13,1.104046499
198_15,-0.7039599390000001
199_17,-0.117755135
200_19,0.535862077
201_4,-0.06780200900000001
202_9,-0.379272469
203_11,0.12377244400000001
204_13,-0.689430799
205_19,-0.19089178199999998
206_7,0.5521580070000001
207_9,-1.070790294
208_12,-0.360906913
209_15,-0.034493237999999996
210_56,-0.447337146
211_19,0.568711885
212_12,-0.241848037
213_13,-0.420868499
214_15,0.7594749120000001
215_19,0.10952508300000001
216_4,0.050340012999999996
217_8,0.35308721299999996
218_17,-0.777893031
219_19,-0.653480571
220_3,-0.7551689420000001
221_4,-0.151814514
222_7,0.160094992
223_9,-0.600495926
224_11,-0.498200895
225_13,-0.193454935
226_19,-0.10764872
227_56,-0.498330251
228_7,0.505172816
229_9,0.058895817
230_12,0.334510957
231_13,-0.34190540700000005
232_7,1.977956059
233_9,2.103756921
234_13,0.733607591
235_17,0.45264635200000003
236_56,0.783041882
237_3,1.7522728730000001
238_7,-0.253786077
239_9,1.6728914769999998
240_4,-0.948404757
241_7,0.5629976879999999
242_11,-0.405853909
243_19,-0.022369486
244_3,-1.06106591
245_4,-0.491534265
246_12,-0.198048589
247_19,0.268922918
248_56,0.425420036
249_9,-1.045678472
250_3,1.990340038
