"ratings","predictions"
0.488645792007446,0.45068359375
0.627556979656219,0.6142578125
0.710235118865967,0.58447265625
0.4643394947052,0.443359375
1,0.681640625
0.316831350326538,0.373779296875
0.936158657073975,0.560546875
0.627556979656219,0.58837890625
0.844915091991425,0.6435546875
0.492667526006699,0.471923828125
0.556968748569489,0.533203125
0.409097790718079,0.5439453125
0.488645792007446,0.59375
0.221156805753708,0.54345703125
0.710235118865967,0.70166015625
0.409097790718079,0.58642578125
0.473448872566223,0.53759765625
0.637492120265961,0.5576171875
0.74248468875885,0.5869140625
0.409097790718079,0.451416015625
0.243573412299156,0.5439453125
0.488645792007446,0.48583984375
0.243573412299156,0.615234375
0.727567970752716,0.60595703125
0.402250498533249,0.5166015625
0.468106746673584,0.55224609375
0.4643394947052,0.482666015625
0.332561880350113,0.544921875
0.0999774783849716,0.374755859375
0.243573412299156,0.50830078125
0.727567970752716,0.611328125
1,0.61669921875
0.49175101518631,0.51708984375
0.544069111347198,0.591796875
0.409097790718079,0.5693359375
0.402250498533249,0.55859375
0.402250498533249,0.5380859375
0.844915091991425,0.59765625
0.560127675533295,0.52587890625
0.243573412299156,0.54638671875
0.319962382316589,0.51904296875
0.936158657073975,0.46728515625
0.594610154628754,0.60791015625
0.332561880350113,0.57763671875
0.402250498533249,0.5830078125
0.677889823913574,0.73046875
0.844915091991425,0.64599609375
0.475327342748642,0.595703125
0.338075459003448,0.55712890625
0.314751088619232,0.461181640625
0.468106746673584,0.44287109375
0.791518032550812,0.640625
0.332561880350113,0.58349609375
0.727567970752716,0.61376953125
0.488645792007446,0.6201171875
0.263058423995972,0.443115234375
0.689666211605072,0.51318359375
0.791518032550812,0.63818359375
0.475327342748642,0.5634765625
0.727567970752716,0.5869140625
0.314751088619232,0.466552734375
0.650605320930481,0.548828125
0.592044055461884,0.669921875
0.627556979656219,0.5634765625
0.4643394947052,0.5390625
0.844915091991425,0.5595703125
0.193243399262428,0.48388671875
0.286792397499084,0.4912109375
0.627556979656219,0.59765625
0.627556979656219,0.60498046875
0.372823476791382,0.53125
0.263058423995972,0.5283203125
0.427540212869644,0.61865234375
0.332561880350113,0.486572265625
0.492667526006699,0.61669921875
0.492667526006699,0.5771484375
0.637492120265961,0.60595703125
0.332561880350113,0.501953125
0.544069111347198,0.5048828125
0.650137424468994,0.60791015625
0.791518032550812,0.64892578125
0.594610154628754,0.52490234375
0.402250498533249,0.51708984375
0.409097790718079,0.44482421875
0.338075459003448,0.490478515625
0.314751088619232,0.490966796875
0.468106746673584,0.5986328125
0.332561880350113,0.47265625
0.372823476791382,0.5771484375
0.475327342748642,0.5517578125
0.395531415939331,0.5634765625
0.475327342748642,0.50146484375
0.668766498565674,0.5068359375
0.468106746673584,0.55859375
0.4643394947052,0.43017578125
0.475327342748642,0.56298828125
0.488645792007446,0.57470703125
0.482035040855408,0.5400390625
0.314751088619232,0.449462890625
0.409097790718079,0.54345703125
0.637492120265961,0.53271484375
0.475327342748642,0.46240234375
0.556968748569489,0.49462890625
0.74248468875885,0.50634765625
0.409097790718079,0.50390625
0.650605320930481,0.591796875
0.733872592449188,0.6513671875
0.409073948860168,0.55078125
0.650605320930481,0.56396484375
0.338075459003448,0.513671875
0.338075459003448,0.57373046875
0.556968748569489,0.53759765625
0.556968748569489,0.5908203125
0.544069111347198,0.59228515625
0.402250498533249,0.654296875
0.338075459003448,0.49609375
0.0999774783849716,0.34326171875
0.319962382316589,0.339111328125
0.650605320930481,0.5263671875
0.433809131383896,0.56689453125
0.409097790718079,0.466796875
0.475327342748642,0.5361328125
0.409097790718079,0.5537109375
0.727567970752716,0.60107421875
0.594610154628754,0.52490234375
0.332561880350113,0.47509765625
0.338075459003448,0.48095703125
0.338075459003448,0.5556640625
0.409097790718079,0.395263671875
0.594610154628754,0.497802734375
0.409097790718079,0.40380859375
0.0999774783849716,0.355712890625
0.338075459003448,0.51904296875
0.475327342748642,0.54248046875
0.319962382316589,0.453857421875
0.844915091991425,0.513671875
0.319962382316589,0.474365234375
0.335538864135742,0.52197265625
0.710235118865967,0.6611328125
0.727567970752716,0.5771484375
0.61753237247467,0.5224609375
0.560127675533295,0.6044921875
0.475327342748642,0.49267578125
0.335538864135742,0.7021484375
0.475327342748642,0.56640625
0.4643394947052,0.40185546875
0.338075459003448,0.57373046875
0.544069111347198,0.444580078125
0.409073948860168,0.51611328125
0.592044055461884,0.57373046875
0.402250498533249,0.55029296875
